wire_number,mu_A,mu_B,n_A,n_B
557,5.570621728897095,5.555359601974487,8,8
558,5.509999990463257,5.587652683258057,8,8
559,5.507623672485352,5.4598305225372314,8,8
560,5.599760293960571,5.579148292541504,8,8
561,5.557867527008057,5.5299999713897705,8,8
562,5.5457377433776855,5.510669708251953,8,8
563,5.632900238037109,5.564890384674072,8,8
564,5.574592351913452,5.532700061798096,8,8
565,5.580823659896851,5.504437685012817,8,8
566,5.617102146148682,5.51315975189209,8,8
567,5.437152862548828,5.671984672546387,8,8
568,5.568214178085327,5.587047100067139,8,8
569,5.678212881088257,5.630249500274658,8,8
570,5.520862817764282,5.656029939651489,8,8
571,5.479613780975342,5.537838459014893,8,8
572,5.5121846199035645,5.712073564529419,8,8
573,5.483781576156616,5.570159196853638,8,8
574,5.46113133430481,5.5273048877716064,8,8
575,5.451621770858765,5.590354919433594,8,8
576,5.511337041854858,5.562960147857666,8,8
577,5.43999171257019,5.5323896408081055,8,8
578,5.599675893783569,5.668339252471924,8,8
579,5.35268497467041,5.686729431152344,8,8
580,5.561403751373291,5.503535270690918,8,8
581,5.556955575942993,5.612579822540283,8,8
582,5.534204959869385,5.517484903335571,8,8
583,5.459726333618164,5.646261215209961,8,8
584,5.32463526725769,5.647527694702148,8,8
585,5.435730695724487,5.581173658370972,8,8
586,5.306767463684082,5.574455738067627,8,8
587,5.365679502487183,5.566301584243774,8,8
588,5.442182779312134,5.611513614654541,8,8
589,5.485002279281616,5.6569435596466064,8,8
590,5.595748662948608,5.877261638641357,8,8
591,5.539787292480469,5.670859336853027,8,8
592,5.413551568984985,5.7149999141693115,8,8
593,5.452826976776123,5.710250616073608,8,8
594,5.480130195617676,5.87206244468689,8,8
595,5.558665037155151,5.606252193450928,8,8
596,5.513054132461548,5.684316635131836,8,8
597,5.55299186706543,5.701213598251343,8,8
598,5.4700000286102295,5.782577037811279,8,8
599,5.587595462799072,5.615000009536743,8,8
600,5.580183982849121,5.817766189575195,8,8
601,5.517001628875732,5.715000152587891,8,8
602,5.561965465545654,5.71366810798645,8,8
603,5.416289567947388,5.742640256881714,8,8
604,5.442904472351074,5.67513632774353,8,8
605,5.509317636489868,5.685684680938721,8,8
606,5.5897345542907715,5.746868371963501,8,8
607,5.500847816467285,5.880559682846069,8,8
608,5.5261070728302,5.658643484115601,8,8
609,5.486804246902466,5.785363435745239,8,8
610,5.64165735244751,5.78174614906311,8,8
611,5.5986151695251465,5.802425384521484,8,8
612,5.655560255050659,5.869602918624878,8,8
613,5.608690023422241,5.767083406448364,8,8
614,5.5523459911346436,5.619747638702393,8,8
615,5.619793176651001,5.654591798782349,8,8
616,5.646905422210693,6.010550022125244,8,8
617,5.625,5.552210330963135,8,8
618,5.603677272796631,5.6841654777526855,8,8
619,5.579151630401611,5.468422889709473,8,8
620,5.625009775161743,5.63166356086731,8,8
621,5.711649179458618,5.955631732940674,8,8
622,5.550605297088623,5.822694301605225,8,8
623,5.537156105041504,5.795552730560303,8,8
624,5.469377517700195,5.754148006439209,8,8
625,5.590121507644653,5.9594762325286865,8,8
626,5.71354079246521,5.783389329910278,8,8
627,5.572942495346069,5.916841268539429,8,8
628,5.452746629714966,5.8800132274627686,8,8
629,5.5384602546691895,5.9694130420684814,8,8
